RCId,Cid,OrderTime,ScheduleTime,OrderStatus,score,id
2396,3069,2021-07-25 19:31:44.710566,"{'2021-07-30': ['17', '19']}",0,,9186
2396,3112,2021-08-19 17:53:25.257421,"{'2021-08-23': ['15', '18']}",0,,9187
2397,3047,2021-08-02 13:20:02.567470,"{'2021-08-09': ['16', '17']}",0,,9189
2397,3137,2021-08-07 05:25:31.119826,"{'2021-08-10': ['11', '13']}",0,,9191
2397,3124,2021-08-10 06:03:09.787129,"{'2021-08-15': ['10', '13']}",0,,9190
2397,3136,2021-08-17 07:37:17.619870,"{'2021-08-21': ['15', '18']}",0,,9192
2398,3018,2021-07-12 13:38:36.054113,"{'2021-07-14': ['12', '15']}",0,,9194
2398,3027,2021-07-23 23:06:24.016145,"{'2021-07-25': ['20', '21']}",0,,9193
2399,3057,2021-08-10 15:21:16.594483,"{'2021-08-17': ['18', '21']}",0,,9195
2399,3000,2021-08-15 05:18:02.593650,"{'2021-08-20': ['12', '15']}",0,,9196
2399,3033,2021-08-16 21:29:43.400820,"{'2021-08-23': ['17', '18']}",0,,9197
2400,3055,2021-07-11 09:02:04.635244,"{'2021-07-18': ['13', '15']}",0,,9199
2400,3052,2021-07-15 08:16:57.362146,"{'2021-07-20': ['17', '19']}",0,,9198
2400,3053,2021-07-19 16:54:36.633062,"{'2021-07-21': ['14', '16']}",0,,9201
2400,3048,2021-08-05 16:30:10.570971,"{'2021-08-12': ['17', '19']}",0,,9200
2401,3069,2021-07-03 05:54:52.032674,"{'2021-07-05': ['19', '21']}",0,,9204
2401,3069,2021-07-07 23:16:31.347357,"{'2021-07-09': ['10', '13']}",0,,9203
2401,3120,2021-08-07 03:46:53.854047,"{'2021-08-09': ['16', '19']}",0,,9202
2402,3155,2021-08-04 14:22:53.243717,"{'2021-08-11': ['11', '12']}",0,,9208
2402,3145,2021-08-06 12:19:49.516495,"{'2021-08-12': ['11', '14']}",0,,9207
2402,3030,2021-08-15 22:29:42.430079,"{'2021-08-17': ['17', '20']}",0,,9206
2402,3022,2021-08-19 12:04:40.331211,"{'2021-08-21': ['15', '18']}",0,,9205
2403,3073,2021-07-02 12:23:44.633793,"{'2021-07-08': ['11', '12']}",0,,9213
2403,3110,2021-07-24 14:06:56.215744,"{'2021-07-26': ['16', '19']}",0,,9212
2403,3033,2021-08-06 17:35:01.873052,"{'2021-08-07': ['10', '13']}",0,,9211
2403,3026,2021-08-08 20:25:45.721924,"{'2021-08-14': ['19', '21']}",0,,9209
2403,3086,2021-08-10 01:49:11.734511,"{'2021-08-11': ['13', '16']}",0,,9210
2404,3105,2021-07-03 09:32:10.034111,"{'2021-07-04': ['14', '15']}",0,,9216
2404,3072,2021-07-05 22:01:43.309209,"{'2021-07-09': ['19', '21']}",0,,9217
2404,3064,2021-07-30 22:55:46.272975,"{'2021-08-01': ['16', '19']}",0,,9215
2404,3060,2021-07-31 18:13:12.059701,"{'2021-08-06': ['20', '21']}",0,,9218
2404,3082,2021-08-15 11:12:40.323729,"{'2021-08-22': ['13', '16']}",0,,9214
2405,3131,2021-07-22 09:49:44.102931,"{'2021-07-26': ['21', '22']}",0,,9222
2405,3124,2021-07-24 12:15:08.543720,"{'2021-07-26': ['11', '14']}",0,,9221
2405,3143,2021-07-28 19:58:42.398715,"{'2021-08-03': ['13', '14']}",0,,9220
2405,3017,2021-08-12 15:55:54.832561,"{'2021-08-14': ['14', '17']}",0,,9219
2406,3058,2021-07-14 05:31:03.503636,"{'2021-07-21': ['11', '13']}",0,,9224
2406,3057,2021-07-20 13:49:28.530434,"{'2021-07-23': ['17', '18']}",0,,9226
2406,3072,2021-08-07 12:56:37.708600,"{'2021-08-08': ['14', '15']}",0,,9225
2406,3095,2021-08-18 09:17:44.986270,"{'2021-08-20': ['20', '21']}",0,,9223
2407,3112,2021-07-20 18:14:09.629648,"{'2021-07-26': ['17', '20']}",0,,9227
2407,3046,2021-08-06 10:09:54.889777,"{'2021-08-13': ['13', '14']}",0,,9229
2407,3147,2021-08-11 15:41:06.380821,"{'2021-08-14': ['15', '17']}",0,,9228
2408,3050,2021-07-05 04:57:51.901321,"{'2021-07-12': ['12', '15']}",0,,9230
2409,3146,2021-07-08 03:16:43.775802,"{'2021-07-12': ['15', '16']}",0,,9233
2409,3138,2021-07-22 18:43:33.755819,"{'2021-07-27': ['15', '16']}",0,,9231
2409,3079,2021-07-23 06:37:50.457888,"{'2021-07-29': ['16', '19']}",0,,9232
2409,3006,2021-08-02 20:07:06.886601,"{'2021-08-05': ['16', '17']}",0,,9234
2410,3059,2021-07-01 15:03:45.810206,"{'2021-07-08': ['15', '16']}",0,,9238
2410,3070,2021-07-14 04:20:09.369996,"{'2021-07-18': ['10', '12']}",0,,9235
2410,3062,2021-08-08 12:40:44.769735,"{'2021-08-15': ['13', '16']}",0,,9236
2410,3085,2021-08-10 19:39:09.174702,"{'2021-08-16': ['11', '14']}",0,,9237
2411,3095,2021-07-13 22:17:51.905920,"{'2021-07-15': ['15', '16']}",0,,9240
2411,3115,2021-07-25 14:32:05.657618,"{'2021-07-26': ['11', '12']}",0,,9241
2411,3109,2021-08-10 19:22:22.329846,"{'2021-08-15': ['10', '13']}",0,,9239
2412,3103,2021-07-01 01:43:23.896012,"{'2021-07-08': ['14', '16']}",0,,9242
2412,3145,2021-07-25 16:11:13.098282,"{'2021-07-30': ['16', '19']}",0,,9243
2412,3152,2021-07-28 13:02:20.674570,"{'2021-07-30': ['17', '19']}",0,,9244
2413,3015,2021-07-27 10:44:07.356422,"{'2021-07-30': ['17', '18']}",0,,9247
2413,3127,2021-07-31 12:12:44.589008,"{'2021-08-03': ['13', '16']}",0,,9246
2413,3007,2021-08-07 08:09:52.294778,"{'2021-08-13': ['17', '18']}",0,,9245
2414,3062,2021-07-02 02:18:34.288355,"{'2021-07-07': ['15', '18']}",0,,9248
2415,3047,2021-08-01 06:36:59.369974,"{'2021-08-02': ['19', '20']}",0,,9250
2415,3030,2021-08-19 05:27:16.720633,"{'2021-08-24': ['18', '20']}",0,,9249
2416,3067,2021-07-08 23:51:59.481614,"{'2021-07-14': ['16', '17']}",0,,9252
2416,3050,2021-07-11 12:25:21.949609,"{'2021-07-12': ['18', '19']}",0,,9253
2416,3108,2021-07-30 10:06:41.773742,"{'2021-08-04': ['21', '22']}",0,,9251
2417,3042,2021-07-14 22:09:29.668645,"{'2021-07-16': ['18', '19']}",0,,9255
2417,3052,2021-08-13 13:33:53.561373,"{'2021-08-16': ['15', '16']}",0,,9254
2418,3146,2021-07-09 11:27:02.179444,"{'2021-07-16': ['9', '10']}",0,,9257
2418,3043,2021-07-12 04:35:12.571222,"{'2021-07-13': ['15', '18']}",0,,9256
2419,3038,2021-08-09 00:14:59.804373,"{'2021-08-13': ['13', '15']}",0,,9258
2420,3034,2021-07-24 05:14:32.256950,"{'2021-07-31': ['18', '19']}",0,,9261
2420,3097,2021-08-07 18:35:31.001738,"{'2021-08-14': ['11', '12']}",0,,9259
2420,3060,2021-08-11 20:10:59.991507,"{'2021-08-15': ['16', '19']}",0,,9260
2420,3121,2021-08-13 11:12:17.982693,"{'2021-08-16': ['10', '11']}",0,,9262
2421,3018,2021-07-01 11:04:45.100537,"{'2021-07-06': ['11', '12']}",0,,9264
2421,3003,2021-07-06 11:49:05.529836,"{'2021-07-11': ['10', '11']}",0,,9263
2421,3111,2021-07-23 00:56:53.314898,"{'2021-07-24': ['11', '13']}",0,,9266
2421,3114,2021-08-01 14:35:34.475451,"{'2021-08-02': ['13', '16']}",0,,9267
2421,3087,2021-08-13 04:19:12.062508,"{'2021-08-16': ['20', '23']}",0,,9265
2422,3016,2021-07-04 17:43:26.438009,"{'2021-07-11': ['13', '14']}",0,,9271
2422,3118,2021-07-07 15:53:28.479940,"{'2021-07-12': ['18', '21']}",0,,9268
2422,3062,2021-07-17 17:20:47.634467,"{'2021-07-18': ['19', '22']}",0,,9269
2422,3151,2021-08-04 02:54:20.828749,"{'2021-08-09': ['19', '20']}",0,,9270
2423,3000,2021-07-13 05:32:23.412170,"{'2021-07-20': ['10', '11']}",0,,9274
2423,3125,2021-07-22 18:02:58.424630,"{'2021-07-29': ['11', '14']}",0,,9273
2423,3001,2021-08-10 09:55:30.085271,"{'2021-08-17': ['11', '14']}",0,,9272
2424,3101,2021-07-01 19:42:02.933822,"{'2021-07-06': ['14', '16']}",0,,9277
2424,3012,2021-07-03 19:49:19.440165,"{'2021-07-09': ['9', '10']}",0,,9278
2424,3016,2021-07-21 10:54:47.086746,"{'2021-07-26': ['16', '18']}",0,,9279
2424,3078,2021-07-24 13:19:49.308822,"{'2021-07-29': ['17', '18']}",0,,9275
2424,3115,2021-07-28 02:19:06.984496,"{'2021-08-04': ['11', '14']}",0,,9276
2425,3079,2021-07-02 21:06:34.095018,"{'2021-07-08': ['9', '12']}",0,,9281
2425,3098,2021-08-12 13:25:03.620069,"{'2021-08-17': ['11', '12']}",0,,9283
2425,3048,2021-08-14 06:31:24.953014,"{'2021-08-20': ['15', '16']}",0,,9282
2425,3079,2021-08-14 23:40:04.729972,"{'2021-08-18': ['9', '11']}",0,,9280
2425,3009,2021-08-16 11:40:43.945095,"{'2021-08-21': ['10', '13']}",0,,9284
2426,3068,2021-07-17 17:01:17.609200,"{'2021-07-19': ['11', '14']}",0,,9287
2426,3014,2021-08-11 01:33:28.647273,"{'2021-08-12': ['17', '20']}",0,,9286
2426,3057,2021-08-12 20:06:17.555359,"{'2021-08-17': ['12', '15']}",0,,9285
2427,3154,2021-07-29 22:05:39.769868,"{'2021-08-02': ['14', '16']}",0,,9288
2428,3085,2021-07-14 12:06:56.705635,"{'2021-07-15': ['19', '22']}",0,,9289
2428,3106,2021-07-23 11:14:11.215895,"{'2021-07-25': ['19', '22']}",0,,9291
2428,3036,2021-08-13 21:10:23.370081,"{'2021-08-15': ['12', '13']}",0,,9290
2429,3126,2021-07-08 22:17:42.131323,"{'2021-07-09': ['10', '11']}",0,,9293
2429,3058,2021-07-26 05:05:15.772606,"{'2021-08-01': ['11', '14']}",0,,9292
2429,3023,2021-07-27 13:21:50.177908,"{'2021-08-03': ['18', '21']}",0,,9294
2430,3001,2021-07-20 17:21:25.853682,"{'2021-07-21': ['9', '12']}",0,,9299
2430,3103,2021-08-04 00:03:18.511950,"{'2021-08-10': ['15', '16']}",0,,9298
2430,3065,2021-08-12 14:16:23.985227,"{'2021-08-15': ['19', '21']}",0,,9296
2430,3099,2021-08-15 19:41:33.434160,"{'2021-08-17': ['21', '22']}",0,,9295
2430,3098,2021-08-18 21:14:40.570177,"{'2021-08-24': ['16', '19']}",0,,9297
2431,3153,2021-08-01 13:43:00.623937,"{'2021-08-06': ['17', '19']}",0,,9301
2431,3083,2021-08-02 04:34:06.272002,"{'2021-08-09': ['12', '13']}",0,,9302
2431,3038,2021-08-19 10:32:54.265145,"{'2021-08-21': ['13', '16']}",0,,9300
2432,3071,2021-08-19 10:52:22.789977,"{'2021-08-24': ['16', '19']}",0,,9303
2433,3085,2021-07-01 06:12:12.358638,"{'2021-07-06': ['14', '15']}",0,,9306
2433,3154,2021-07-09 01:11:35.246381,"{'2021-07-14': ['14', '17']}",0,,9305
2433,3032,2021-08-12 18:18:09.798301,"{'2021-08-13': ['11', '14']}",0,,9304
2434,3134,2021-07-10 06:24:50.303685,"{'2021-07-14': ['14', '16']}",0,,9310
2434,3121,2021-07-21 01:08:47.437421,"{'2021-07-28': ['14', '17']}",0,,9309
2434,3078,2021-07-30 04:58:50.841714,"{'2021-08-05': ['15', '17']}",0,,9311
2434,3015,2021-08-02 05:11:06.981390,"{'2021-08-03': ['18', '20']}",0,,9308
2434,3139,2021-08-05 13:30:09.272287,"{'2021-08-10': ['18', '19']}",0,,9307
2435,3046,2021-08-09 16:58:37.690803,"{'2021-08-12': ['13', '16']}",0,,9312
2436,3045,2021-07-15 22:18:28.949348,"{'2021-07-19': ['17', '20']}",0,,9314
2436,3024,2021-07-20 20:50:14.717047,"{'2021-07-23': ['17', '19']}",0,,9313
2436,3103,2021-07-26 07:36:17.443317,"{'2021-07-27': ['20', '21']}",0,,9315
2437,3036,2021-07-07 08:11:01.398120,"{'2021-07-11': ['15', '18']}",0,,9316
2438,3142,2021-07-17 17:30:31.735977,"{'2021-07-18': ['18', '19']}",0,,9319
2438,3108,2021-07-21 10:32:11.811416,"{'2021-07-22': ['19', '22']}",0,,9320
2438,3045,2021-08-07 21:09:46.399670,"{'2021-08-14': ['12', '13']}",0,,9318
2438,3025,2021-08-11 04:48:18.821059,"{'2021-08-15': ['12', '15']}",0,,9317
2439,3003,2021-07-15 06:58:48.083338,"{'2021-07-22': ['17', '19']}",0,,9321
2440,3118,2021-07-08 08:11:08.036831,"{'2021-07-15': ['15', '17']}",0,,9322
2440,3132,2021-07-09 04:59:42.478648,"{'2021-07-13': ['19', '22']}",0,,9324
2440,3090,2021-07-11 20:00:23.191691,"{'2021-07-16': ['16', '18']}",0,,9325
2440,3061,2021-07-14 02:46:10.912768,"{'2021-07-20': ['15', '16']}",0,,9323
2441,3032,2021-07-07 02:52:20.752076,"{'2021-07-08': ['18', '20']}",0,,9327
2441,3026,2021-08-13 18:47:03.050654,"{'2021-08-19': ['18', '21']}",0,,9326
2442,3132,2021-08-17 14:37:38.892253,"{'2021-08-20': ['13', '16']}",0,,9328
2443,3146,2021-07-04 10:05:39.573056,"{'2021-07-05': ['18', '20']}",0,,9329
2443,3113,2021-08-09 22:33:35.096512,"{'2021-08-12': ['13', '15']}",0,,9330
2443,3047,2021-08-13 12:33:49.595210,"{'2021-08-18': ['14', '15']}",0,,9331
2444,3154,2021-07-13 08:24:07.838578,"{'2021-07-14': ['19', '20']}",0,,9333
2444,3031,2021-07-29 11:44:37.562508,"{'2021-08-03': ['11', '12']}",0,,9334
2444,3039,2021-08-07 20:30:39.341850,"{'2021-08-10': ['13', '14']}",0,,9332
2445,3082,2021-07-08 15:04:17.845446,"{'2021-07-10': ['17', '18']}",0,,9335
2446,3006,2021-07-15 01:04:15.694289,"{'2021-07-18': ['17', '18']}",0,,9340
2446,3053,2021-07-21 18:32:18.208404,"{'2021-07-27': ['17', '19']}",0,,9336
2446,3004,2021-07-26 21:55:15.786501,"{'2021-07-28': ['16', '17']}",0,,9338
2446,3154,2021-08-05 00:11:38.124169,"{'2021-08-10': ['17', '19']}",0,,9339
2446,3043,2021-08-17 21:17:25.001482,"{'2021-08-19': ['14', '16']}",0,,9337
2447,3125,2021-07-08 00:26:42.363851,"{'2021-07-12': ['11', '14']}",0,,9341
2447,3065,2021-07-29 12:23:11.818371,"{'2021-08-05': ['19', '22']}",0,,9342
2448,3026,2021-07-30 09:58:40.879582,"{'2021-08-01': ['14', '16']}",0,,9343
2448,3133,2021-08-04 22:55:30.581650,"{'2021-08-09': ['19', '22']}",0,,9344
2449,3110,2021-07-11 10:35:57.685392,"{'2021-07-15': ['11', '13']}",0,,9346
2449,3054,2021-07-31 02:09:46.686649,"{'2021-08-06': ['17', '20']}",0,,9345
2450,3009,2021-07-19 12:04:37.334635,"{'2021-07-25': ['20', '21']}",0,,9350
2450,3128,2021-07-25 15:29:05.717435,"{'2021-07-28': ['12', '14']}",0,,9349
2450,3063,2021-07-31 16:41:19.399223,"{'2021-08-01': ['16', '18']}",0,,9348
2450,3074,2021-08-02 01:25:41.643848,"{'2021-08-03': ['18', '21']}",0,,9347
2450,3094,2021-08-09 17:08:53.529824,"{'2021-08-14': ['21', '23']}",0,,9351
2451,3036,2021-07-04 03:31:20.393127,"{'2021-07-11': ['13', '14']}",0,,9352
2451,3028,2021-07-26 09:54:05.831967,"{'2021-07-30': ['14', '17']}",0,,9353
2451,3125,2021-08-09 10:15:06.952493,"{'2021-08-10': ['13', '15']}",0,,9355
2451,3042,2021-08-12 04:26:20.693586,"{'2021-08-19': ['16', '19']}",0,,9354
2452,3039,2021-07-18 18:25:22.067347,"{'2021-07-20': ['19', '20']}",0,,9356
2452,3004,2021-08-14 13:52:09.911391,"{'2021-08-16': ['18', '20']}",0,,9357
2453,3123,2021-08-04 17:43:48.208622,"{'2021-08-07': ['13', '15']}",0,,9358
2453,3055,2021-08-13 10:15:19.505454,"{'2021-08-20': ['19', '22']}",0,,9359
2454,3066,2021-07-07 03:27:01.724082,"{'2021-07-14': ['16', '18']}",0,,9360
2454,3050,2021-07-29 20:56:23.449927,"{'2021-08-03': ['15', '16']}",0,,9362
2454,3089,2021-08-07 14:41:05.104132,"{'2021-08-12': ['13', '14']}",0,,9361
2455,3111,2021-07-26 04:21:28.300213,"{'2021-08-01': ['13', '16']}",0,,9367
2455,3050,2021-07-28 23:22:49.376933,"{'2021-08-01': ['14', '15']}",0,,9366
2455,3007,2021-08-04 05:40:35.247505,"{'2021-08-08': ['11', '12']}",0,,9363
2455,3041,2021-08-07 04:55:19.627546,"{'2021-08-11': ['17', '19']}",0,,9364
2455,3085,2021-08-09 06:42:20.779354,"{'2021-08-12': ['16', '17']}",0,,9365
2456,3061,2021-08-03 15:47:39.475313,"{'2021-08-09': ['12', '15']}",0,,9368
2456,3124,2021-08-11 15:59:47.469747,"{'2021-08-12': ['10', '12']}",0,,9369
2457,3077,2021-07-11 17:40:59.871689,"{'2021-07-13': ['12', '15']}",0,,9372
2457,3142,2021-07-13 00:58:39.715072,"{'2021-07-18': ['10', '13']}",0,,9371
2457,3023,2021-08-05 02:47:48.340319,"{'2021-08-11': ['14', '17']}",0,,9370
2458,3021,2021-08-04 00:50:07.018743,"{'2021-08-10': ['11', '13']}",0,,9374
2458,3148,2021-08-13 03:46:36.506893,"{'2021-08-20': ['20', '23']}",0,,9373
2459,3149,2021-07-25 06:16:47.079738,"{'2021-07-30': ['18', '19']}",0,,9375
2460,3090,2021-07-02 09:12:39.942305,"{'2021-07-07': ['9', '12']}",0,,9376
2460,3099,2021-07-12 21:47:11.187688,"{'2021-07-19': ['11', '13']}",0,,9379
2460,3119,2021-08-01 06:46:46.845375,"{'2021-08-08': ['11', '12']}",0,,9378
2460,3062,2021-08-02 22:09:49.789848,"{'2021-08-06': ['15', '16']}",0,,9377
2461,3150,2021-07-03 02:41:20.387416,"{'2021-07-07': ['19', '21']}",0,,9382
2461,3103,2021-07-16 00:14:33.244138,"{'2021-07-20': ['22', '23']}",0,,9380
2461,3096,2021-08-05 22:32:26.069065,"{'2021-08-08': ['20', '22']}",0,,9381
2462,3079,2021-07-11 00:03:48.415835,"{'2021-07-14': ['10', '13']}",0,,9385
2462,3078,2021-07-27 06:08:15.794015,"{'2021-08-02': ['11', '14']}",0,,9386
2462,3046,2021-08-05 17:32:28.403694,"{'2021-08-09': ['14', '15']}",0,,9383
2462,3144,2021-08-17 11:56:14.220112,"{'2021-08-18': ['11', '12']}",0,,9384
2463,3087,2021-07-26 21:17:17.366620,"{'2021-08-01': ['15', '16']}",0,,9387
2464,3101,2021-07-27 00:26:44.084527,"{'2021-07-30': ['11', '14']}",0,,9388
2464,3067,2021-07-28 11:04:53.540655,"{'2021-07-30': ['12', '13']}",0,,9389
2464,3001,2021-08-12 06:42:16.363581,"{'2021-08-19': ['11', '12']}",0,,9390
2465,3115,2021-07-25 02:00:48.352917,"{'2021-07-29': ['11', '13']}",0,,9391
2465,3108,2021-08-17 08:03:12.025198,"{'2021-08-18': ['18', '20']}",0,,9392
2466,3011,2021-07-27 09:21:55.854403,"{'2021-07-30': ['17', '18']}",0,,9393
2467,3088,2021-07-02 08:21:11.354575,"{'2021-07-05': ['19', '20']}",0,,9394
2467,3077,2021-07-08 04:15:20.546396,"{'2021-07-09': ['19', '20']}",0,,9395
2467,3036,2021-07-31 06:32:27.890444,"{'2021-08-05': ['9', '10']}",0,,9396
2467,3136,2021-08-08 17:27:28.462593,"{'2021-08-14': ['18', '20']}",0,,9397
2467,3124,2021-08-09 22:46:10.102490,"{'2021-08-13': ['15', '17']}",0,,9398
2468,3013,2021-07-09 22:03:22.144944,"{'2021-07-14': ['17', '19']}",0,,9401
2468,3115,2021-07-18 05:38:29.409850,"{'2021-07-19': ['18', '21']}",0,,9400
2468,3126,2021-07-19 12:50:06.676213,"{'2021-07-21': ['17', '19']}",0,,9403
2468,3054,2021-07-27 22:31:20.301008,"{'2021-07-30': ['16', '17']}",0,,9402
2468,3127,2021-07-31 12:48:40.934157,"{'2021-08-01': ['11', '14']}",0,,9399
2469,3048,2021-07-09 04:34:53.296123,"{'2021-07-15': ['17', '20']}",0,,9405
2469,3075,2021-08-19 14:11:27.779879,"{'2021-08-24': ['16', '17']}",0,,9404
2470,3130,2021-07-16 06:25:15.228926,"{'2021-07-21': ['12', '14']}",0,,9409
2470,3033,2021-07-19 14:17:43.374814,"{'2021-07-21': ['20', '21']}",0,,9406
2470,3078,2021-08-02 18:38:43.660063,"{'2021-08-09': ['15', '18']}",0,,9407
2470,3006,2021-08-11 01:29:06.829127,"{'2021-08-18': ['14', '16']}",0,,9408
2471,3153,2021-07-06 23:44:09.144979,"{'2021-07-10': ['16', '18']}",0,,9413
2471,3116,2021-07-17 04:14:53.866155,"{'2021-07-21': ['20', '22']}",0,,9410
2471,3114,2021-07-24 06:41:24.444676,"{'2021-07-29': ['14', '17']}",0,,9411
2471,3051,2021-07-31 13:16:18.434502,"{'2021-08-07': ['13', '14']}",0,,9414
2471,3053,2021-08-02 20:02:07.367489,"{'2021-08-07': ['12', '13']}",0,,9412
2472,3112,2021-08-07 16:09:33.272354,"{'2021-08-13': ['14', '17']}",0,,9415
2473,3020,2021-07-26 16:29:41.453354,"{'2021-08-01': ['16', '18']}",0,,9416
2473,3039,2021-07-29 19:50:12.570961,"{'2021-08-04': ['13', '14']}",0,,9417
2474,3141,2021-07-22 23:55:12.695456,"{'2021-07-24': ['9', '12']}",0,,9418
2474,3085,2021-08-05 11:34:50.497679,"{'2021-08-08': ['15', '16']}",0,,9419
2474,3102,2021-08-12 06:34:04.117994,"{'2021-08-17': ['15', '17']}",0,,9422
2474,3059,2021-08-14 20:45:24.343041,"{'2021-08-21': ['10', '12']}",0,,9420
2474,3014,2021-08-17 19:09:46.223760,"{'2021-08-24': ['11', '14']}",0,,9421
2475,3082,2021-07-04 00:03:04.259904,"{'2021-07-09': ['11', '13']}",0,,9426
2475,3121,2021-07-09 04:15:48.418510,"{'2021-07-15': ['12', '15']}",0,,9424
2475,3085,2021-07-21 11:36:35.106817,"{'2021-07-25': ['12', '15']}",0,,9425
2475,3013,2021-08-14 08:04:59.655579,"{'2021-08-17': ['12', '13']}",0,,9423
2476,3055,2021-08-17 22:41:48.839822,"{'2021-08-23': ['14', '16']}",0,,9427
2477,3146,2021-07-21 04:49:11.395142,"{'2021-07-23': ['16', '18']}",0,,9429
2477,3022,2021-08-04 07:54:12.382629,"{'2021-08-05': ['14', '15']}",0,,9428
2478,3068,2021-07-22 16:05:50.897730,"{'2021-07-29': ['17', '19']}",0,,9430
2479,3057,2021-07-12 08:47:16.562655,"{'2021-07-13': ['11', '14']}",0,,9433
2479,3083,2021-07-15 20:17:13.278936,"{'2021-07-20': ['18', '19']}",0,,9434
2479,3129,2021-07-30 06:10:31.646718,"{'2021-07-31': ['19', '20']}",0,,9431
2479,3006,2021-08-10 01:20:41.150330,"{'2021-08-12': ['16', '19']}",0,,9432
2480,3149,2021-07-07 00:37:09.170132,"{'2021-07-09': ['17', '18']}",0,,9436
2480,3012,2021-08-18 00:14:57.154185,"{'2021-08-22': ['13', '15']}",0,,9435
2481,3153,2021-07-15 13:10:48.382097,"{'2021-07-18': ['16', '18']}",0,,9437
2482,3128,2021-07-11 01:54:21.173037,"{'2021-07-15': ['10', '11']}",0,,9439
2482,3100,2021-08-06 23:35:37.132668,"{'2021-08-13': ['19', '22']}",0,,9438
2483,3002,2021-08-07 06:19:46.481933,"{'2021-08-14': ['11', '13']}",0,,9442
2483,3026,2021-08-14 23:16:35.432139,"{'2021-08-15': ['16', '19']}",0,,9440
2483,3049,2021-08-17 09:20:25.135991,"{'2021-08-19': ['17', '20']}",0,,9441
2484,3133,2021-07-20 00:21:01.509444,"{'2021-07-24': ['10', '13']}",0,,9443
2484,3002,2021-08-02 14:00:34.376971,"{'2021-08-08': ['17', '19']}",0,,9444
2485,3135,2021-07-20 16:26:27.062400,"{'2021-07-23': ['19', '20']}",0,,9446
2485,3050,2021-08-05 13:11:57.228508,"{'2021-08-10': ['14', '15']}",0,,9445
2485,3153,2021-08-11 19:53:35.078966,"{'2021-08-15': ['14', '15']}",0,,9447
2485,3119,2021-08-14 06:39:16.045626,"{'2021-08-20': ['21', '22']}",0,,9448
2486,3127,2021-07-05 02:50:02.361993,"{'2021-07-08': ['14', '15']}",0,,9451
2486,3112,2021-07-11 21:56:09.570610,"{'2021-07-13': ['18', '21']}",0,,9449
2486,3132,2021-07-24 15:10:57.790738,"{'2021-07-28': ['21', '22']}",0,,9450
2487,3033,2021-07-12 12:43:18.780960,"{'2021-07-16': ['10', '11']}",0,,9454
2487,3080,2021-07-17 07:38:55.160034,"{'2021-07-23': ['12', '15']}",0,,9453
2487,3033,2021-07-26 07:28:59.681731,"{'2021-07-31': ['19', '20']}",0,,9452
2488,3099,2021-07-27 04:17:08.377500,"{'2021-07-30': ['11', '14']}",0,,9455
2488,3043,2021-08-13 00:16:38.186421,"{'2021-08-18': ['14', '17']}",0,,9456
2489,3005,2021-07-16 18:07:50.453564,"{'2021-07-22': ['17', '20']}",0,,9460
2489,3010,2021-07-18 11:17:09.236780,"{'2021-07-22': ['17', '18']}",0,,9457
2489,3139,2021-07-19 23:08:46.400203,"{'2021-07-22': ['11', '12']}",0,,9459
2489,3148,2021-08-09 00:24:33.175506,"{'2021-08-12': ['19', '20']}",0,,9458
2490,3010,2021-07-07 19:40:30.813020,"{'2021-07-13': ['15', '16']}",0,,9465
2490,3102,2021-07-28 02:48:13.763108,"{'2021-08-03': ['15', '16']}",0,,9462
2490,3125,2021-07-29 04:15:24.477440,"{'2021-08-02': ['10', '12']}",0,,9464
2490,3049,2021-08-07 18:48:30.687494,"{'2021-08-12': ['11', '12']}",0,,9461
2490,3100,2021-08-19 18:12:01.790061,"{'2021-08-25': ['18', '19']}",0,,9463
2491,3080,2021-08-06 08:11:16.586509,"{'2021-08-11': ['13', '15']}",0,,9468
2491,3120,2021-08-09 13:46:17.252957,"{'2021-08-13': ['14', '17']}",0,,9469
2491,3032,2021-08-11 07:24:15.963620,"{'2021-08-13': ['21', '22']}",0,,9467
2491,3010,2021-08-12 03:22:15.488297,"{'2021-08-17': ['17', '18']}",0,,9470
2491,3053,2021-08-12 20:13:08.323141,"{'2021-08-13': ['12', '14']}",0,,9466
2492,3004,2021-07-15 00:41:17.830896,"{'2021-07-21': ['10', '12']}",0,,9472
2492,3153,2021-08-05 03:55:04.013488,"{'2021-08-06': ['9', '10']}",0,,9471
2493,3031,2021-07-09 12:06:43.277821,"{'2021-07-16': ['11', '14']}",0,,9474
2493,3004,2021-08-19 01:13:08.150998,"{'2021-08-20': ['14', '17']}",0,,9473
2494,3133,2021-08-04 11:29:57.937533,"{'2021-08-06': ['17', '18']}",0,,9475
2495,3042,2021-07-05 04:41:30.514610,"{'2021-07-11': ['11', '13']}",0,,9477
2495,3033,2021-07-15 07:07:20.234715,"{'2021-07-20': ['19', '21']}",0,,9480
2495,3070,2021-07-18 01:11:38.462715,"{'2021-07-21': ['19', '21']}",0,,9476
2495,3026,2021-07-31 11:58:01.684930,"{'2021-08-03': ['13', '15']}",0,,9479
2495,3035,2021-08-10 22:15:00.503333,"{'2021-08-12': ['9', '12']}",0,,9478
2496,3114,2021-07-12 20:44:16.574663,"{'2021-07-15': ['12', '15']}",0,,9482
2496,3003,2021-07-12 20:44:04.461763,"{'2021-07-13': ['18', '19']}",0,,9485
2496,3114,2021-07-30 06:53:56.075405,"{'2021-08-04': ['19', '21']}",0,,9483
